Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
53.0,1,10.0,3,5.0,3.0,4.0,1,1,1,1.0,26647.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
45.0,1,10.0,3,4.0,5.0,6.0,0,5,1,2.0,21040.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
32.0,3,13.0,3,4.0,3.0,2.0,0,3,1,2.0,20484.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
45.0,1,8.0,2,4.0,3.0,2.0,0,4,1,1.0,20770.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
38.0,2,6.0,2,1.0,3.0,2.0,0,4,1,0.0,17844.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
55.0,1,26.0,2,3.0,3.0,4.0,1,1,0,0.0,20415.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
35.0,1,9.0,2,4.0,3.0,2.0,0,2,1,1.0,16281.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
27.0,3,16.0,3,4.0,3.0,2.0,1,3,1,2.0,20769.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
30.0,1,21.0,3,4.0,3.0,2.0,1,5,1,1.0,26231.0,Company Invited,Salaried,Female,Standard,Single,Senior Manager
59.0,2,8.0,2,4.0,3.0,1.0,0,2,1,1.0,33844.0,Company Invited,Salaried,Female,King,Divorced,VP
35.0,1,9.0,3,5.0,5.0,3.0,0,2,1,2.0,23059.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
29.0,1,26.0,4,5.0,5.0,3.0,0,3,1,3.0,21874.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
41.0,1,7.0,3,4.0,3.0,2.0,0,1,0,1.0,21084.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
29.0,1,7.0,3,5.0,4.0,3.0,0,4,1,1.0,21274.0,Company Invited,Small Business,Male,Basic,Married,Executive
46.0,3,8.0,3,5.0,4.0,4.0,1,5,1,0.0,31872.0,Self Enquiry,Large Business,Female,Super Deluxe,Married,AVP
37.0,1,6.0,2,3.0,3.0,2.0,0,1,1,0.0,17115.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
28.0,1,24.0,3,4.0,3.0,3.0,1,5,1,1.0,21072.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
25.0,1,9.0,2,3.0,5.0,5.0,0,5,1,0.0,16118.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
21.0,1,13.0,4,5.0,3.0,3.0,1,1,0,1.0,21604.0,Company Invited,Salaried,Female,Basic,Single,Executive
37.0,1,6.0,2,3.0,3.0,5.0,0,5,1,1.0,22491.0,Self Enquiry,Large Business,Female,Standard,Single,Senior Manager
35.0,3,11.0,4,4.0,3.0,2.0,0,1,0,1.0,25216.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
45.0,1,7.0,3,4.0,3.0,8.0,1,4,0,2.0,21114.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
38.0,3,15.0,3,4.0,4.0,1.0,0,4,0,2.0,17899.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
34.0,2,9.0,3,4.0,3.0,3.0,0,2,0,1.0,22278.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
30.0,1,7.0,3,4.0,3.0,2.0,0,2,0,1.0,20736.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
40.0,1,29.0,3,4.0,5.0,3.0,1,5,1,1.0,29558.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
61.0,3,23.0,3,4.0,5.0,2.0,0,4,1,2.0,24083.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
37.0,1,18.0,4,5.0,4.0,3.0,0,4,1,2.0,25177.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
31.0,1,31.0,4,4.0,3.0,3.0,0,2,0,2.0,21371.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
36.0,1,6.0,2,3.0,4.0,1.0,0,5,1,1.0,20228.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
36.0,3,9.0,2,4.0,3.0,2.0,1,1,1,0.0,25325.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
38.0,2,13.0,4,4.0,5.0,6.0,1,1,0,3.0,20751.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
34.0,3,16.0,4,4.0,5.0,2.0,1,3,0,1.0,26902.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
38.0,1,17.0,3,4.0,5.0,2.0,1,3,1,2.0,21460.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
21.0,3,15.0,2,3.0,3.0,2.0,0,4,0,0.0,17610.0,Company Invited,Small Business,Male,Basic,Single,Executive
50.0,1,12.0,4,4.0,3.0,4.0,0,3,0,1.0,25329.0,Self Enquiry,Large Business,Male,Deluxe,Divorced,Manager
41.0,3,23.0,4,4.0,3.0,4.0,0,5,0,2.0,22222.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
37.0,1,8.0,3,4.0,3.0,7.0,1,3,0,0.0,17090.0,Self Enquiry,Freelancer,Male,Basic,Single,Executive
24.0,1,15.0,4,5.0,3.0,3.0,1,4,1,3.0,22667.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
41.0,1,15.0,3,3.0,5.0,3.0,0,1,0,0.0,17238.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
59.0,1,24.0,3,3.0,3.0,7.0,0,3,1,1.0,25512.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
37.0,1,14.0,4,4.0,3.0,4.0,0,3,0,3.0,23356.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
41.0,1,11.0,3,4.0,5.0,7.0,0,3,1,0.0,17107.0,Company Invited,Salaried,Male,Basic,Married,Executive
42.0,1,8.0,3,4.0,3.0,4.0,0,2,0,1.0,21781.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
26.0,3,11.0,4,5.0,3.0,3.0,1,1,0,3.0,23165.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
44.0,3,9.0,4,4.0,3.0,3.0,1,3,0,1.0,26525.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37.0,1,9.0,4,4.0,3.0,6.0,0,5,1,2.0,21197.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
29.0,1,13.0,3,5.0,3.0,3.0,1,4,1,1.0,21381.0,Company Invited,Salaried,Male,Basic,Married,Executive
40.0,3,10.0,3,4.0,3.0,1.0,0,2,1,0.0,25855.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
29.0,3,16.0,2,3.0,4.0,2.0,0,2,0,1.0,17297.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
48.0,1,16.0,4,4.0,3.0,6.0,0,3,1,1.0,20783.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
50.0,3,6.0,3,3.0,3.0,4.0,0,1,1,0.0,34517.0,Self Enquiry,Small Business,Female,King,Married,VP
32.0,1,7.0,4,4.0,5.0,3.0,0,5,1,1.0,22826.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
34.0,3,14.0,3,4.0,5.0,2.0,0,3,0,1.0,23051.0,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
39.0,3,17.0,3,4.0,3.0,3.0,1,3,1,1.0,24344.0,Company Invited,Large Business,Female,Deluxe,Single,Manager
23.0,1,6.0,2,3.0,3.0,2.0,0,4,0,1.0,16223.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
24.0,1,23.0,3,3.0,4.0,2.0,0,2,0,1.0,17210.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
42.0,1,6.0,2,4.0,3.0,1.0,1,3,0,1.0,21062.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
34.0,1,8.0,3,4.0,3.0,4.0,0,5,1,0.0,17768.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
33.0,1,9.0,4,4.0,4.0,3.0,0,3,1,2.0,20071.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
45.0,1,6.0,3,1.0,3.0,1.0,0,4,1,1.0,34202.0,Self Enquiry,Salaried,Male,King,Married,VP
43.0,1,16.0,4,5.0,3.0,2.0,0,1,1,2.0,38291.0,Self Enquiry,Salaried,Male,King,Single,VP
54.0,3,9.0,2,3.0,5.0,3.0,0,4,1,0.0,20940.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
35.0,3,6.0,3,3.0,4.0,2.0,0,4,1,2.0,22295.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
40.0,3,8.0,3,3.0,3.0,1.0,0,3,0,0.0,33041.0,Self Enquiry,Salaried,Female,King,Divorced,VP
28.0,3,9.0,3,3.0,4.0,2.0,0,1,1,0.0,17856.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
34.0,1,6.0,2,3.0,3.0,2.0,0,3,1,1.0,17691.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
53.0,3,30.0,3,3.0,5.0,7.0,1,3,1,2.0,25448.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
23.0,1,32.0,2,3.0,3.0,2.0,0,1,0,1.0,17904.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
51.0,1,17.0,4,5.0,3.0,8.0,0,5,1,2.0,29174.0,Self Enquiry,Large Business,Male,Standard,Single,Senior Manager
41.0,1,25.0,2,3.0,5.0,3.0,0,1,0,0.0,18072.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39.0,2,8.0,2,4.0,3.0,1.0,0,3,1,0.0,20204.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
47.0,1,8.0,3,3.0,3.0,6.0,0,1,0,0.0,20070.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
30.0,1,34.0,4,4.0,3.0,6.0,0,2,1,1.0,23013.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
55.0,1,8.0,3,4.0,3.0,2.0,0,5,0,2.0,29180.0,Company Invited,Salaried,Female,Standard,Married,Senior Manager
38.0,3,9.0,2,3.0,3.0,1.0,1,3,1,1.0,21861.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
43.0,3,11.0,3,4.0,5.0,2.0,0,5,1,1.0,23833.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
27.0,2,28.0,2,4.0,4.0,2.0,0,1,1,0.0,17863.0,Company Invited,Salaried,Female,Basic,Married,Executive
33.0,3,17.0,3,4.0,3.0,3.0,0,4,1,2.0,24074.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
41.0,1,33.0,4,5.0,3.0,5.0,1,1,0,2.0,23100.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
60.0,1,21.0,3,4.0,3.0,2.0,1,5,1,1.0,29190.0,Company Invited,Salaried,Female,Standard,Single,Senior Manager
27.0,1,31.0,4,6.0,3.0,3.0,1,3,0,2.0,21018.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
33.0,3,15.0,3,4.0,3.0,3.0,0,4,1,2.0,27676.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
40.0,3,30.0,3,1.0,4.0,5.0,1,3,1,0.0,28194.0,Company Invited,Salaried,Female,Super Deluxe,Single,AVP
26.0,1,9.0,3,3.0,5.0,1.0,0,3,0,2.0,18102.0,Company Invited,Large Business,Male,Basic,Single,Executive
42.0,1,15.0,3,4.0,3.0,1.0,0,1,1,1.0,34613.0,Self Enquiry,Salaried,Male,King,Single,VP
25.0,1,11.0,3,5.0,3.0,2.0,0,3,0,2.0,21840.0,Company Invited,Salaried,Male,Basic,Married,Executive
33.0,3,15.0,3,3.0,5.0,1.0,1,3,0,0.0,23224.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
38.0,1,26.0,3,4.0,3.0,5.0,0,1,0,1.0,24446.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
55.0,2,26.0,3,4.0,4.0,4.0,0,3,1,2.0,29403.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
24.0,3,16.0,3,4.0,5.0,3.0,0,5,1,1.0,20468.0,Company Invited,Small Business,Male,Basic,Married,Executive
34.0,1,11.0,2,4.0,5.0,3.0,0,2,0,0.0,26631.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
29.0,2,7.0,3,4.0,3.0,3.0,0,4,0,2.0,21384.0,Company Invited,Salaried,Male,Basic,Married,Executive
41.0,1,15.0,4,4.0,5.0,4.0,1,1,0,1.0,25194.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
32.0,1,19.0,3,4.0,4.0,2.0,0,5,0,0.0,17743.0,Company Invited,Salaried,Female,Basic,Divorced,Executive
45.0,3,35.0,3,2.0,3.0,5.0,1,1,1,1.0,31998.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
35.0,3,21.0,3,4.0,3.0,3.0,1,5,1,1.0,21257.0,Self Enquiry,Large Business,Female,Basic,Married,Executive
40.0,1,29.0,3,4.0,5.0,3.0,1,5,1,2.0,29558.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
51.0,1,13.0,2,4.0,3.0,3.0,0,3,1,1.0,21132.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
39.0,1,6.0,3,3.0,3.0,1.0,0,3,1,0.0,17232.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
19.0,3,28.0,2,3.0,3.0,2.0,1,2,0,1.0,16675.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
39.0,3,17.0,3,4.0,3.0,3.0,1,3,0,2.0,24344.0,Company Invited,Large Business,Female,Deluxe,Single,Manager
37.0,1,14.0,4,4.0,3.0,4.0,0,3,1,3.0,23356.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
42.0,3,18.0,3,3.0,3.0,4.0,1,1,0,0.0,20087.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
30.0,3,17.0,3,4.0,3.0,3.0,0,4,0,1.0,21320.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
44.0,1,35.0,4,2.0,3.0,6.0,0,3,0,3.0,23417.0,Company Invited,Small Business,Female,Basic,Single,Executive
45.0,1,34.0,2,4.0,4.0,2.0,0,3,1,0.0,31704.0,Self Enquiry,Large Business,Female,Super Deluxe,Single,AVP
36.0,1,32.0,4,5.0,4.0,5.0,0,3,1,2.0,29581.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
36.0,1,29.0,3,6.0,3.0,2.0,0,4,1,1.0,22908.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
33.0,1,10.0,4,4.0,5.0,3.0,0,1,1,1.0,25403.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39.0,1,17.0,3,6.0,3.0,5.0,0,1,1,2.0,31884.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
44.0,1,16.0,4,4.0,3.0,5.0,1,3,1,3.0,24357.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
36.0,1,24.0,3,3.0,3.0,3.0,0,3,0,1.0,22779.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
20.0,1,16.0,3,4.0,5.0,3.0,0,3,0,2.0,21230.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
46.0,1,14.0,3,4.0,3.0,6.0,1,3,0,2.0,23155.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
55.0,1,14.0,2,3.0,3.0,3.0,1,3,1,1.0,29756.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
35.0,1,33.0,4,5.0,3.0,3.0,0,1,1,1.0,20707.0,Company Invited,Large Business,Female,Basic,Married,Executive
32.0,1,15.0,4,4.0,3.0,3.0,0,5,0,2.0,23102.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
41.0,3,16.0,2,3.0,3.0,1.0,0,2,0,1.0,21230.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
38.0,3,13.0,4,4.0,3.0,6.0,0,3,0,1.0,25180.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
35.0,3,30.0,4,4.0,3.0,2.0,0,5,0,2.0,23246.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
37.0,1,13.0,3,4.0,3.0,2.0,0,5,1,2.0,21888.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
25.0,1,13.0,3,4.0,3.0,2.0,0,1,0,2.0,17889.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
32.0,3,14.0,3,4.0,4.0,2.0,1,2,1,0.0,20228.0,Self Enquiry,Large Business,Female,Deluxe,Divorced,Manager
36.0,1,30.0,4,6.0,3.0,2.0,0,1,1,1.0,21383.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
24.0,2,16.0,2,3.0,3.0,1.0,0,4,1,1.0,17145.0,Company Invited,Small Business,Male,Basic,Married,Executive
26.0,3,26.0,3,5.0,4.0,3.0,1,2,0,1.0,21091.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
49.0,1,26.0,3,3.0,5.0,2.0,0,2,1,2.0,21567.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
47.0,1,10.0,3,4.0,4.0,1.0,1,4,1,2.0,25333.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
41.0,1,16.0,3,4.0,5.0,5.0,0,1,1,0.0,32181.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
25.0,1,8.0,3,1.0,3.0,2.0,0,1,0,1.0,20206.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
34.0,1,22.0,3,4.0,3.0,2.0,0,5,1,2.0,17553.0,Company Invited,Salaried,Female,Basic,Single,Executive
40.0,1,6.0,2,3.0,4.0,4.0,0,1,1,1.0,17387.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
22.0,1,25.0,3,3.0,3.0,2.0,0,2,0,1.0,17323.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
31.0,1,17.0,3,3.0,5.0,2.0,1,2,0,2.0,21833.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
36.0,1,15.0,3,2.0,3.0,3.0,0,5,1,2.0,20947.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
38.0,1,8.0,3,3.0,3.0,7.0,1,4,0,2.0,18057.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
45.0,1,17.0,3,4.0,3.0,4.0,1,3,0,2.0,25143.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
37.0,1,10.0,4,2.0,5.0,8.0,0,1,1,3.0,25520.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
25.0,3,11.0,2,4.0,3.0,2.0,1,3,1,0.0,20744.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
32.0,3,8.0,3,3.0,5.0,2.0,0,3,1,0.0,17827.0,Company Invited,Salaried,Female,Basic,Married,Executive
27.0,1,12.0,3,4.0,3.0,1.0,0,2,1,1.0,17187.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
42.0,3,11.0,2,3.0,3.0,7.0,0,4,0,1.0,33303.0,Self Enquiry,Small Business,Male,King,Divorced,VP
44.0,1,34.0,2,3.0,5.0,4.0,0,1,1,0.0,31328.0,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
39.0,1,36.0,3,4.0,3.0,3.0,0,3,1,1.0,21084.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
35.0,1,6.0,2,4.0,3.0,7.0,0,1,1,1.0,17258.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
48.0,1,23.0,4,2.0,3.0,3.0,1,2,0,1.0,23745.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
37.0,3,9.0,4,4.0,3.0,5.0,1,3,0,1.0,21322.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
28.0,1,15.0,3,3.0,3.0,2.0,0,1,1,0.0,17070.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
41.0,1,9.0,4,4.0,3.0,4.0,0,1,1,2.0,20679.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
29.0,1,21.0,3,5.0,3.0,1.0,1,5,1,1.0,17168.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
37.0,1,15.0,2,3.0,3.0,2.0,1,1,0,1.0,17326.0,Company Invited,Small Business,Male,Basic,Married,Executive
31.0,1,13.0,2,3.0,3.0,2.0,1,4,1,1.0,22143.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
27.0,1,23.0,3,4.0,4.0,4.0,1,1,1,1.0,21051.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
50.0,1,15.0,3,4.0,4.0,6.0,0,4,0,2.0,26081.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
50.0,3,6.0,3,3.0,3.0,1.0,0,1,0,1.0,21347.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
35.0,1,7.0,4,4.0,5.0,7.0,0,1,1,3.0,21674.0,Company Invited,Salaried,Male,Basic,Married,Executive
37.0,1,9.0,4,4.0,3.0,6.0,0,5,1,1.0,21221.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,3,11.0,4,5.0,4.0,3.0,1,3,1,1.0,23887.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
